,dataset,Unnamed: 0,CARD,cell2location,DeconRNASeq,DestVI,DWLS,SVR,RCTD,SCDC,SPOTlight,STdeconvolve,SpatialDWLS
0,b78ba209152da0bcf71ec2356d867145_Banovich_Kropski_2020_starmap_clusters_rmse,B cell,0.0544905764138145,0.0317968508132219,0.0708218210140683,0.087354843557029,0.0388281374058534,0.1184659860863729,0.0161698836294283,0.0440755948305989,0.1813559629533601,0.0,0.2994177208132301
1,b78ba209152da0bcf71ec2356d867145_Banovich_Kropski_2020_starmap_clusters_rmse,alveolar capillary type 1 endothelial cell,0.0635782476494938,0.0793100477985502,0.124623154951582,0.135372673597529,0.0630175670982717,0.1212710586637406,0.0386065617802453,0.1115450177975449,0.177018331544987,0.4417972507123029,0.0478890650119955
2,b78ba209152da0bcf71ec2356d867145_Banovich_Kropski_2020_starmap_clusters_rmse,epithelial cell of lung,0.0316085558714515,0.046532558039314,0.0964803506868687,0.0680707083282762,0.0110002958493845,0.0610568722779204,0.0065923032311648,0.0717174196484806,0.2469849685754476,0.25,0.254958471213361
3,b78ba209152da0bcf71ec2356d867145_Banovich_Kropski_2020_starmap_clusters_rmse,fibroblast of lung,0.084380269579894,0.0533981643431996,0.1845449611582784,0.1997212566823387,0.0151354474150727,0.1528002893148835,0.029366567879015,0.0594023624760059,0.4730522765124775,0.3642592630763828,0.6820162850359132
4,b78ba209152da0bcf71ec2356d867145_Meyer_2019_starmap_clusters_rmse,B cell,0.0460790285686294,0.0265190161393453,0.0115556775206603,0.0852809533892304,0.0035427534180305,0.0037276969552722,0.0115255641544026,0.0166071670037,0.1500288792099669,0.282842712474619,0.295903973993697
5,b78ba209152da0bcf71ec2356d867145_Meyer_2019_starmap_clusters_rmse,alveolar capillary type 1 endothelial cell,0.0731137741207991,0.2615832481392574,0.0263887855464157,0.1769661800888464,0.0030624649895024,0.0082609404258004,0.0220013450725562,0.0701777087930097,0.2935235568358063,0.0,0.25
6,b78ba209152da0bcf71ec2356d867145_Meyer_2019_starmap_clusters_rmse,epithelial cell of lung,0.048390109806353,0.1299858698322901,0.0495567916080291,0.1861647576033,0.006862659778,0.0068631933975937,0.0326882100056829,0.0193400149879573,0.1745084452512393,0.4630727226883786,0.0117225527435555
7,b78ba209152da0bcf71ec2356d867145_Meyer_2019_starmap_clusters_rmse,fibroblast of lung,0.1368678339919238,0.3937389494442155,0.042368692176719,0.3936199843269887,0.0027358246273141,0.0069309085264141,0.0486868806646423,0.0718860191279725,0.5114923612492932,0.3666556238461754,0.7874504787080664
8,b78ba209152da0bcf71ec2356d867145_Atlas_starmap_clusters_rmse,B cell,0.033154082267668,0.021800179127896,0.0552384444769707,0.0719752420369024,0.0055611999042174,0.0843699296472107,0.0111594660428568,0.0440765111678699,0.1794748102386193,0.0,0.2960323109188579
9,b78ba209152da0bcf71ec2356d867145_Atlas_starmap_clusters_rmse,alveolar capillary type 1 endothelial cell,0.05555868499854,0.0674776100128625,0.1133556194391616,0.1394409020471576,0.0082199877307935,0.1153204407242365,0.0329312753401839,0.110567295842817,0.1861906935177472,0.4463387812719943,0.013922769624626
10,b78ba209152da0bcf71ec2356d867145_Atlas_starmap_clusters_rmse,epithelial cell of lung,0.0326946557054258,0.0329430321695049,0.0830367960817218,0.0611010251155833,0.0013947933837539,0.0410090852080523,0.0054411057683624,0.0522942724831081,0.227822321889725,0.25,0.2549592412085263
11,b78ba209152da0bcf71ec2356d867145_Atlas_starmap_clusters_rmse,fibroblast of lung,0.0689931108069849,0.0225553896835404,0.1368550486892247,0.1786243790810613,0.0094363623767452,0.0981255968122508,0.0269663079376718,0.0492569588153929,0.4687238842842207,0.3697543883003543,0.8185737163406168
12,b78ba209152da0bcf71ec2356d867145_Teichmann_Meyer_2019_starmap_clusters_rmse,B cell,0.0825483840756082,0.211369097866118,0.0424549224651386,0.3567171532164818,0.0079555653835007,0.0080486793803434,0.0310901845122209,0.025680401548391,0.1978987580388846,0.0,0.2959786511216151
13,b78ba209152da0bcf71ec2356d867145_Teichmann_Meyer_2019_starmap_clusters_rmse,alveolar capillary type 1 endothelial cell,0.0883812356347013,0.1621059671295901,0.0990536470087111,0.3062321055417967,0.0178874578862786,0.0302669225611843,0.0872586752665412,0.1593291281062334,0.2542536005381062,0.4513517687845187,0.0201667462251741
14,b78ba209152da0bcf71ec2356d867145_Teichmann_Meyer_2019_starmap_clusters_rmse,epithelial cell of lung,0.0420994375428766,0.1900278820418749,0.0331920813678144,0.3125107147467712,0.0073625808931462,0.0126026906723341,0.0337567051789992,0.0397893524661725,0.1637470615247412,0.25,0.254957655892554
15,b78ba209152da0bcf71ec2356d867145_Teichmann_Meyer_2019_starmap_clusters_rmse,fibroblast of lung,0.1470878821364795,0.4483825084159997,0.0486528735027603,0.7004131702686257,0.016073708800185,0.0175106702215058,0.0681804691828115,0.1327375875125947,0.4747434325179258,0.3757903926192281,0.6857841711758255
16,b78ba209152da0bcf71ec2356d867145_Krasnow_2020_starmap_clusters_rmse,B cell,0.0591103593561678,0.088496686677802,0.1264225934156141,0.1513322309091499,0.01492260298648,0.1549986539068414,0.044547570727203,0.0651919691536418,0.2338451049793769,0.0,0.2963162715648515
17,b78ba209152da0bcf71ec2356d867145_Krasnow_2020_starmap_clusters_rmse,alveolar capillary type 1 endothelial cell,0.0992778408049031,0.0892150455333306,0.1172569592393262,0.1098771723626584,0.0128427679899459,0.1014614501096355,0.041383211883269,0.1130767688814449,0.1795599574040532,0.7612240590422736,0.0147247583672548
18,b78ba209152da0bcf71ec2356d867145_Krasnow_2020_starmap_clusters_rmse,epithelial cell of lung,0.0753427854313154,0.2084187063932479,0.1804142730445693,0.0924646023085799,0.0063537754295504,0.135457667973092,0.0290852035348213,0.2766717012340163,0.3090777756449416,0.25,0.0093013055600167
19,b78ba209152da0bcf71ec2356d867145_Krasnow_2020_starmap_clusters_rmse,fibroblast of lung,0.1993206747422808,0.2889035170127351,0.3130217331868922,0.2403149920543939,0.0148529693169603,0.3383230514959749,0.0656618395272826,0.3177677519483849,0.602541146283309,0.7190007427428673,0.8774964387392122
20,b78ba209152da0bcf71ec2356d867145_Lafyatis_Rojas_2019_starmap_clusters_rmse,B cell,0.0411944098304035,0.034039944579778,0.0389841814072119,0.1993372076054618,0.0173836083159651,0.0525399047609153,0.0180019043834046,0.0226981808681196,0.1793012357514093,0.0,0.296143843731216
