,dataset,Unnamed: 0,CARD,cell2location,DeconRNASeq,DestVI,DWLS,SVR,RCTD,SCDC,SPOTlight,STdeconvolve,SpatialDWLS
0,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,B cell,0.9960503167710564,0.9961772550285418,0.9912842716242772,0.9884062949593037,0.991006194843462,0.989787119145005,0.9960739713193412,0.9960778243826792,0.990955966169741,0.9251400035562448,0.993841760459662
1,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,CD4 positive  alpha beta T cell,0.9652290031539026,0.9845770204030696,0.8900580215931517,0.7551817812113575,0.9596683286404756,0.9027367266920384,0.9562083080789688,0.9757179549452522,0.886785073852898,-0.0981485172906601,0.9534536814008968
2,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,CD8 positive  alpha beta T cell,0.9853500697901147,0.9849010460857924,0.9837353289691082,0.8922118548139549,0.9825754034790786,0.9802974635120713,0.9898962563583172,0.9539665085650592,0.9691241446966242,-0.0871704380103275,0.9835840169539284
3,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,alveolar capillary type 1 endothelial cell,0.989952004085363,0.9891828221401492,0.988280912662822,0.9379908845978704,0.9910444015604164,0.9900965216586496,0.9938946081019508,0.9841479338669126,0.7984755417988965,0.9364257044955656,0.914848336432849
4,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,alveolar capillary type 2 endothelial cell,0.9820794315233614,0.6425076414014356,0.9467668879568724,0.8763709612156674,0.9839834015599096,0.9373042749200488,0.9543216804246424,0.6319866308661952,,-0.0793884031659768,0.98559824768334
5,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,epithelial cell of lung,0.9967111862550296,0.986927025255668,0.9728116313866078,0.9762273515499356,0.9947609676105312,0.9946591844175272,0.9952917051167812,0.99325627600061,0.935733121993782,0.9680509988727408,0.991891601015748
6,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,fibroblast of lung,0.9894268260335808,0.9752185584496658,0.9855588539855704,0.9649124132440012,0.9913178272592952,0.9899629818816722,0.9927221042821324,0.9802071426627584,0.9851833649017854,0.5307468465410112,0.7769969567471942
7,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,tracheobronchial smooth muscle cell,0.9884874224547022,0.972977704264764,0.984453698563359,0.884695933881431,0.9883453425015136,0.9880676278830018,0.983037696360676,0.9865218208762768,0.9643591449572598,0.9104477204539096,0.9736752313798784
8,43885de192f6b406821c09b949f8e5ea_mixlevel1_starmap_clusters_pcc,type I pneumocyte,0.98119245202065,0.9662878616069418,0.9941159427588384,0.9180706870301536,0.9841212332120688,0.990797715429092,0.9916954656732764,0.9872517369684066,0.9146304718998156,-0.0927085880865417,0.9914245159834096
9,43885de192f6b406821c09b949f8e5ea_mixlevel3_starmap_clusters_pcc,B cell,0.9928460012870012,0.9935878321321854,0.9860707240074178,0.9814770028081256,0.987500340507595,0.9810690043431238,0.9938683930647424,0.9922705915798412,0.9875038191120112,-0.130076096922702,0.9933843843138244
10,43885de192f6b406821c09b949f8e5ea_mixlevel3_starmap_clusters_pcc,CD4 positive  alpha beta T cell,0.9824171266860082,0.9878530126894898,0.9166680759169872,0.8204572241967281,0.9839712028518016,0.95462349339092,0.9799304705135288,0.9766093974151736,0.9408364122439076,0.7388749591518178,0.99198279672223
