,dataset,Unnamed: 0,CARD,cell2location,DeconRNASeq,DestVI,DWLS,SVR,RCTD,SCDC,SPOTlight,STdeconvolve,SpatialDWLS
0,dcc01a2a5f65d552a54ee0d1f8863acc_starmap_clusters_pcc,B cell,0.9973985260973698,0.9977336611635572,0.9984524089719348,0.9965309013496368,0.9999841860337608,0.9996468033806916,0.9999045498807826,0.98414240546421,0.9728009599436578,0.737142452605865,-0.0219513407700425
1,dcc01a2a5f65d552a54ee0d1f8863acc_starmap_clusters_pcc,alveolar capillary type 1 endothelial cell,0.9828055902506432,0.996584365370802,0.9987105173028016,0.9924031073964562,0.9999785336457316,0.9995443015386092,0.9999590171141296,0.984204764513228,0.7828826153534005,-0.2493309642326638,
2,dcc01a2a5f65d552a54ee0d1f8863acc_starmap_clusters_pcc,epithelial cell of lung,0.9961243793827936,0.9992528711121677,0.9960351380590562,0.9989263587431806,0.999996601988456,0.9998950912185096,0.9999969045397412,0.9984011595086196,0.9773576021004646,1.0,0.8180971556849601
3,dcc01a2a5f65d552a54ee0d1f8863acc_starmap_clusters_pcc,fibroblast of lung,0.9914971879926704,0.9964735422507084,0.9988160896856548,0.9964603890385562,0.9999837265214488,0.9997542519934812,0.9999738299970764,0.9878051274578014,0.9879573840377166,0.6071112372584907,
4,94a0d58229d38a8cfe6af48f0bc9ffe7_starmap_clusters_pcc,B cell,0.9980328240023332,0.9989453984313732,0.9988321213565085,0.99894408518073,0.999998430893132,0.9998802507622214,0.9999731989591564,0.9945543107292892,0.975442193321032,0.7365662553368957,
5,94a0d58229d38a8cfe6af48f0bc9ffe7_starmap_clusters_pcc,alveolar capillary type 1 endothelial cell,0.9826940545464192,0.997809208479828,0.9993111319215784,0.9962333614590072,0.9999937903665236,0.9993326872780894,0.9999979643073756,0.9999555449710572,0.8187982236614241,-0.074443864506338,
6,94a0d58229d38a8cfe6af48f0bc9ffe7_starmap_clusters_pcc,epithelial cell of lung,0.9964986311188532,0.9994508498671726,0.9964965740417524,0.9992876938561928,0.999999424767918,0.9998571565477744,0.9999989526569232,0.9973247181043464,0.9773572231538784,0.986643296286607,
7,94a0d58229d38a8cfe6af48f0bc9ffe7_starmap_clusters_pcc,fibroblast of lung,0.9885645778549936,0.9976652737378366,0.999089559054638,0.9993830577418772,0.9999975895709412,0.9997487247395048,0.999989488784851,0.9991380630732098,0.98957399985651,0.999441977700244,
8,49db3a23106485d79a11c5f9ec2be108_starmap_clusters_pcc,B cell,0.999130740396696,0.9971016721297524,0.9986408144432136,0.9973678578830584,0.9998721099448474,0.99970731300464,0.9999104002980304,0.995463296985706,0.9726418754721016,0.737142452605865,-0.026918630672293
9,49db3a23106485d79a11c5f9ec2be108_starmap_clusters_pcc,alveolar capillary type 1 endothelial cell,0.9822173117628744,0.9993669032610786,0.9992775389960816,0.9872215689046516,0.999999564522544,0.9998980968260684,0.9999498303981252,0.9989042605242447,0.8178267951461359,-0.1522367303998995,
10,49db3a23106485d79a11c5f9ec2be108_starmap_clusters_pcc,epithelial cell of lung,0.9975624540560786,0.9995189220650637,0.9944512556429193,0.999267253915726,0.9999995188368126,0.9999924745151272,0.9999998672775272,0.999986044182722,0.9710592504246024,1.0,0.7572688515759706
11,49db3a23106485d79a11c5f9ec2be108_starmap_clusters_pcc,fibroblast of lung,0.992845960194737,0.998238003392962,0.9990070399575156,0.9993592006860093,0.9999448164441884,0.9998721501898892,0.9999962159173806,0.9984941479055623,0.9960281253239656,0.6269634722356962,
12,4555a63ca602ee279f81713e3f30adfb_starmap_clusters_pcc,B cell,0.9990894923623684,0.9998037859016696,0.9992046199163456,0.998716201573338,0.9999887277553884,0.999858562661635,0.9999872259686068,0.9904214018237064,0.9735014754008448,1.0,
13,4555a63ca602ee279f81713e3f30adfb_starmap_clusters_pcc,alveolar capillary type 1 endothelial cell,0.9852112619119402,0.9994865136285274,0.9989381134999072,0.9971619751658716,0.9999997340360414,0.999839850581474,0.9999951308296362,0.9962792072289168,0.8290515971515571,0.9944616953778188,
